Order,Material,Type,MRP,PrS,Plnt,Order quantity,Unit,Bsc start,Basic fin.,System Status,Material description
50263,4012100,PI01,300,,1000,"2,003.00",KG,27/01/2025,28/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK, Actidose-Aqua"
50265,4012100,PI01,300,,1000,"2,003.00",KG,29/01/2025,30/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK, Actidose-Aqua"
825987,4012100,LA,300,,1000,"2,003.00",KG,24/02/2025,25/02/2025,,"BULK, Actidose-Aqua"
763946,4012100,LA,300,,1000,"2,003.00",KG,26/02/2025,27/02/2025,,"BULK, Actidose-Aqua"
805036,4012100,LA,300,,1000,"2,003.00",KG,07/04/2025,08/04/2025,,"BULK, Actidose-Aqua"
805835,4012100,LA,300,,1000,"2,003.00",KG,05/05/2025,06/05/2025,,"BULK, Actidose-Aqua"
816383,4012100,LA,300,,1000,"2,003.00",KG,23/05/2025,27/05/2025,,"BULK, Actidose-Aqua"
822519,4012100,LA,300,,1000,"2,003.00",KG,22/07/2025,23/07/2025,,"BULK, Actidose-Aqua"
816869,4012100,LA,300,,1000,"2,003.00",KG,17/09/2025,18/09/2025,,"BULK, Actidose-Aqua"
818637,4012100,LA,300,,1000,"2,003.00",KG,24/09/2025,25/09/2025,,"BULK, Actidose-Aqua"
816721,4012100,LA,300,,1000,"2,003.00",KG,13/11/2025,14/11/2025,,"BULK, Actidose-Aqua"
814992,4012100,LA,300,,1000,"2,003.00",KG,18/12/2025,19/12/2025,,"BULK, Actidose-Aqua"
815437,4012100,LA,300,,1000,"2,003.00",KG,14/01/2026,15/01/2026,,"BULK, Actidose-Aqua"
799344,4014530,LA,300,,1000,119,KG,21/02/2025,24/02/2025,,"BULK, Trospium Chloride IR Granulation"
799345,4014530,LA,300,,1000,119,KG,21/02/2025,24/02/2025,,"BULK, Trospium Chloride IR Granulation"
817979,4014530,LA,300,,1000,119,KG,21/02/2025,24/02/2025,,"BULK, Trospium Chloride IR Granulation"
799342,4014540,LA,300,,1000,125,KG,24/02/2025,25/02/2025,,"BULK, Trospium Chloride IR Powder Blend"
801512,4014540,LA,300,,1000,125,KG,24/02/2025,25/02/2025,,"BULK, Trospium Chloride IR Powder Blend"
817974,4014540,LA,300,,1000,125,KG,24/02/2025,25/02/2025,,"BULK, Trospium Chloride IR Powder Blend"
799320,4014550,LA,300,,1000,"1,000,000.00",EA,03/03/2025,04/03/2025,,"BULK, Trospium Chloride IR 20 mg Cores"
801380,4014550,LA,300,,1000,"1,000,000.00",EA,03/03/2025,04/03/2025,,"BULK, Trospium Chloride IR 20 mg Cores"
817910,4014550,LA,300,,1000,"1,000,000.00",EA,03/03/2025,04/03/2025,,"BULK, Trospium Chloride IR 20 mg Cores"
50203,4014560,PL99,300,,1000,"1,000,000.00",EA,13/01/2025,14/01/2025,REL  PRT  CNF  DLV  BASC BCRQ GMPS MACM*,"BULK, Trospium Chloride Tablets 20 mg"
799283,4014560,LA,300,,1000,"1,000,000.00",EA,03/03/2025,04/03/2025,,"BULK, Trospium Chloride Tablets 20 mg"
801190,4014560,LA,300,,1000,"1,000,000.00",EA,03/03/2025,04/03/2025,,"BULK, Trospium Chloride Tablets 20 mg"
817845,4014560,LA,300,,1000,"1,000,000.00",EA,03/03/2025,04/03/2025,,"BULK, Trospium Chloride Tablets 20 mg"
819067,4014600,LA,300,,1000,33.8,KG,10/07/2025,17/07/2025,,"BULK, Pentosan Polysulfate Na Pwd Blend"
656426,4014600,LA,300,,1000,33.8,KG,23/07/2025,30/07/2025,,"BULK, Pentosan Polysulfate Na Pwd Blend"
790999,4014600,LA,300,,1000,33.8,KG,13/08/2025,20/08/2025,,"BULK, Pentosan Polysulfate Na Pwd Blend"
656435,4014600,LA,300,,1000,33.8,KG,27/08/2025,04/09/2025,,"BULK, Pentosan Polysulfate Na Pwd Blend"
656432,4014600,LA,300,,1000,33.8,KG,11/09/2025,18/09/2025,,"BULK, Pentosan Polysulfate Na Pwd Blend"
732561,4014600,LA,300,,1000,33.8,KG,25/09/2025,02/10/2025,,"BULK, Pentosan Polysulfate Na Pwd Blend"
656446,4014600,LA,300,,1000,33.8,KG,02/10/2025,09/10/2025,,"BULK, Pentosan Polysulfate Na Pwd Blend"
656448,4014600,LA,300,,1000,33.8,KG,14/10/2025,21/10/2025,,"BULK, Pentosan Polysulfate Na Pwd Blend"
656428,4014600,LA,300,,1000,33.8,KG,28/10/2025,04/11/2025,,"BULK, Pentosan Polysulfate Na Pwd Blend"
723253,4014600,LA,300,,1000,33.8,KG,12/11/2025,19/11/2025,,"BULK, Pentosan Polysulfate Na Pwd Blend"
819390,4014600,LA,300,,1000,33.8,KG,26/11/2025,05/12/2025,,"BULK, Pentosan Polysulfate Na Pwd Blend"
819391,4014600,LA,300,,1000,33.8,KG,12/12/2025,19/12/2025,,"BULK, Pentosan Polysulfate Na Pwd Blend"
819392,4014600,LA,300,,1000,33.8,KG,30/12/2025,08/01/2026,,"BULK, Pentosan Polysulfate Na Pwd Blend"
819393,4014600,LA,300,,1000,33.8,KG,15/01/2026,22/01/2026,,"BULK, Pentosan Polysulfate Na Pwd Blend"
819395,4014600,LA,300,,1000,33.8,KG,29/01/2026,05/02/2026,,"BULK, Pentosan Polysulfate Na Pwd Blend"
819061,4014601,LA,300,,1000,"150,000.00",EA,17/07/2025,24/07/2025,,"BULK, Pentosan Polysulfate Na Capsules"
655805,4014601,LA,300,,1000,"150,000.00",EA,30/07/2025,06/08/2025,,"BULK, Pentosan Polysulfate Na Capsules"
790911,4014601,LA,300,,1000,"150,000.00",EA,20/08/2025,27/08/2025,,"BULK, Pentosan Polysulfate Na Capsules"
655814,4014601,LA,300,,1000,"150,000.00",EA,04/09/2025,11/09/2025,,"BULK, Pentosan Polysulfate Na Capsules"
655811,4014601,LA,300,,1000,"150,000.00",EA,18/09/2025,25/09/2025,,"BULK, Pentosan Polysulfate Na Capsules"
732340,4014601,LA,300,,1000,"150,000.00",EA,02/10/2025,09/10/2025,,"BULK, Pentosan Polysulfate Na Capsules"
655825,4014601,LA,300,,1000,"150,000.00",EA,09/10/2025,16/10/2025,,"BULK, Pentosan Polysulfate Na Capsules"
655827,4014601,LA,300,,1000,"150,000.00",EA,21/10/2025,28/10/2025,,"BULK, Pentosan Polysulfate Na Capsules"
655807,4014601,LA,300,,1000,"150,000.00",EA,04/11/2025,11/11/2025,,"BULK, Pentosan Polysulfate Na Capsules"
722287,4014601,LA,300,,1000,"150,000.00",EA,19/11/2025,26/11/2025,,"BULK, Pentosan Polysulfate Na Capsules"
819331,4014601,LA,300,,1000,"150,000.00",EA,05/12/2025,12/12/2025,,"BULK, Pentosan Polysulfate Na Capsules"
819332,4014601,LA,300,,1000,"150,000.00",EA,19/12/2025,30/12/2025,,"BULK, Pentosan Polysulfate Na Capsules"
819333,4014601,LA,300,,1000,"150,000.00",EA,08/01/2026,15/01/2026,,"BULK, Pentosan Polysulfate Na Capsules"
819334,4014601,LA,300,,1000,"150,000.00",EA,22/01/2026,29/01/2026,,"BULK, Pentosan Polysulfate Na Capsules"
802560,4015000,LA,300,,1000,200,KG,07/04/2025,08/04/2025,,"BULK, Midazolam HCl Syrup 2 mg/mL CIV"
806061,4015000,LA,300,,1000,200,KG,07/04/2025,08/04/2025,,"BULK, Midazolam HCl Syrup 2 mg/mL CIV"
830989,4015000,LA,300,,1000,200,KG,29/08/2025,02/09/2025,,"BULK, Midazolam HCl Syrup 2 mg/mL CIV"
830990,4015000,LA,300,,1000,200,KG,21/11/2025,24/11/2025,,"BULK, Midazolam HCl Syrup 2 mg/mL CIV"
802535,4015080,LA,100,,1000,"1,430.00",EA,07/04/2025,09/04/2025,,"SFG, Midazolam HCl Syrup 118mL CIV"
806049,4015080,LA,100,,1000,"1,430.00",EA,07/04/2025,09/04/2025,,"SFG, Midazolam HCl Syrup 118mL CIV"
830982,4015080,LA,100,,1000,"1,430.00",EA,02/09/2025,09/09/2025,,"SFG, Midazolam HCl Syrup 118mL CIV"
830983,4015080,LA,100,,1000,"1,430.00",EA,24/11/2025,03/12/2025,,"SFG, Midazolam HCl Syrup 118mL CIV"
804816,4027440,LA,100,,1000,934,KG,24/03/2025,02/04/2025,,"BULK, Potassium Chloride ER Blend"
828966,4027440,LA,100,,1000,934,KG,15/10/2025,22/10/2025,,"BULK, Potassium Chloride ER Blend"
804736,4027561,LA,300,,1000,"925,000.00",EA,31/03/2025,10/04/2025,,"BULK, Potassium Chloride Tab 750mg Therm"
828964,4027561,LA,300,,1000,"925,000.00",EA,22/10/2025,05/11/2025,,"BULK, Potassium Chloride Tab 750mg Therm"
50345,4029102,PI01,300,,1000,"634,000.00",EA,20/01/2025,22/01/2025,REL  PRT  CNF  DLV  PRC  BASC BCRQ GMPS*,"BULK, Amiloride HCl Tablets 5 mg"
50348,4029102,PI01,300,,1000,"634,000.00",EA,21/01/2025,22/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK, Amiloride HCl Tablets 5 mg"
50459,4029102,PI01,300,,1000,"634,000.00",EA,22/01/2025,22/01/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK, Amiloride HCl Tablets 5 mg"
50462,4029102,PI01,300,,1000,"634,000.00",EA,23/01/2025,23/01/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK, Amiloride HCl Tablets 5 mg"
50506,4029102,PI01,300,,1000,"634,000.00",EA,03/02/2025,04/02/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK, Amiloride HCl Tablets 5 mg"
50508,4029102,PI01,300,,1000,"634,000.00",EA,03/02/2025,04/02/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK, Amiloride HCl Tablets 5 mg"
50510,4029102,PI01,300,,1000,"634,000.00",EA,03/02/2025,04/02/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK, Amiloride HCl Tablets 5 mg"
50512,4029102,PI01,300,,1000,"634,000.00",EA,03/02/2025,04/02/2025,REL  MSPT PRT  PRC  BASC BCRQ SETC,"BULK, Amiloride HCl Tablets 5 mg"
555623,4029102,LA,300,,1000,"634,000.00",EA,17/03/2025,18/03/2025,,"BULK, Amiloride HCl Tablets 5 mg"
555625,4029102,LA,300,,1000,"634,000.00",EA,17/03/2025,18/03/2025,,"BULK, Amiloride HCl Tablets 5 mg"
782318,4029102,LA,300,,1000,"634,000.00",EA,17/03/2025,18/03/2025,,"BULK, Amiloride HCl Tablets 5 mg"
782987,4029102,LA,300,,1000,"634,000.00",EA,17/03/2025,18/03/2025,,"BULK, Amiloride HCl Tablets 5 mg"
783104,4029102,LA,300,,1000,"634,000.00",EA,28/04/2025,29/04/2025,,"BULK, Amiloride HCl Tablets 5 mg"
783755,4029102,LA,300,,1000,"634,000.00",EA,28/04/2025,29/04/2025,,"BULK, Amiloride HCl Tablets 5 mg"
810108,4029102,LA,300,,1000,"634,000.00",EA,28/04/2025,29/04/2025,,"BULK, Amiloride HCl Tablets 5 mg"
810522,4029102,LA,300,,1000,"634,000.00",EA,28/04/2025,29/04/2025,,"BULK, Amiloride HCl Tablets 5 mg"
810524,4029102,LA,300,,1000,"634,000.00",EA,07/07/2025,08/07/2025,,"BULK, Amiloride HCl Tablets 5 mg"
817848,4029102,LA,300,,1000,"634,000.00",EA,07/07/2025,08/07/2025,,"BULK, Amiloride HCl Tablets 5 mg"
825235,4029102,LA,300,,1000,"634,000.00",EA,07/07/2025,08/07/2025,,"BULK, Amiloride HCl Tablets 5 mg"
825236,4029102,LA,300,,1000,"634,000.00",EA,07/07/2025,08/07/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833050,4029102,LA,300,,1000,"634,000.00",EA,07/07/2025,14/07/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833051,4029102,LA,300,,1000,"634,000.00",EA,07/07/2025,14/07/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833052,4029102,LA,300,,1000,"634,000.00",EA,07/07/2025,14/07/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833053,4029102,LA,300,,1000,"634,000.00",EA,09/09/2025,16/09/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833054,4029102,LA,300,,1000,"634,000.00",EA,23/09/2025,30/09/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833055,4029102,LA,300,,1000,"634,000.00",EA,01/10/2025,08/10/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833056,4029102,LA,300,,1000,"634,000.00",EA,17/10/2025,24/10/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833057,4029102,LA,300,,1000,"634,000.00",EA,24/10/2025,31/10/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833058,4029102,LA,300,,1000,"634,000.00",EA,10/11/2025,17/11/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833059,4029102,LA,300,,1000,"634,000.00",EA,24/11/2025,03/12/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833060,4029102,LA,300,,1000,"634,000.00",EA,09/12/2025,16/12/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833061,4029102,LA,300,,1000,"634,000.00",EA,09/12/2025,16/12/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833062,4029102,LA,300,,1000,"634,000.00",EA,09/12/2025,16/12/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833063,4029102,LA,300,,1000,"634,000.00",EA,09/12/2025,16/12/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833064,4029102,LA,300,,1000,"634,000.00",EA,09/12/2025,16/12/2025,,"BULK, Amiloride HCl Tablets 5 mg"
833065,4029102,LA,300,,1000,"634,000.00",EA,09/12/2025,16/12/2025,,"BULK, Amiloride HCl Tablets 5 mg"
50344,4029200,PI01,300,,1000,105,KG,10/01/2025,14/01/2025,REL  PRT  CNF  DLV  PRC  BASC BCRQ GMPS*,"BULK, Amiloride HCl Powder Blend"
50347,4029200,PI01,300,,1000,105,KG,10/01/2025,20/01/2025,REL  PRT  CNF  DLV  PRC  BASC BCRQ GMPS*,"BULK, Amiloride HCl Powder Blend"
50458,4029200,PI01,300,,1000,105,KG,10/01/2025,15/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK, Amiloride HCl Powder Blend"
50461,4029200,PI01,300,,1000,105,KG,10/01/2025,16/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK, Amiloride HCl Powder Blend"
50505,4029200,PI01,300,,1000,105,KG,24/01/2025,27/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK, Amiloride HCl Powder Blend"
50507,4029200,PI01,300,,1000,105,KG,24/01/2025,27/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK, Amiloride HCl Powder Blend"
50509,4029200,PI01,300,,1000,105,KG,24/01/2025,24/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK, Amiloride HCl Powder Blend"
50511,4029200,PI01,300,,1000,105,KG,24/01/2025,24/01/2025,REL  PRT  PRC  BASC BCRQ MACM SETC,"BULK, Amiloride HCl Powder Blend"
555685,4029200,LA,300,,1000,105,KG,10/03/2025,11/03/2025,,"BULK, Amiloride HCl Powder Blend"
555690,4029200,LA,300,,1000,105,KG,10/03/2025,11/03/2025,,"BULK, Amiloride HCl Powder Blend"
782325,4029200,LA,300,,1000,105,KG,10/03/2025,11/03/2025,,"BULK, Amiloride HCl Powder Blend"
782994,4029200,LA,300,,1000,105,KG,10/03/2025,11/03/2025,,"BULK, Amiloride HCl Powder Blend"
783112,4029200,LA,300,,1000,105,KG,21/04/2025,22/04/2025,,"BULK, Amiloride HCl Powder Blend"
783770,4029200,LA,300,,1000,105,KG,21/04/2025,22/04/2025,,"BULK, Amiloride HCl Powder Blend"
810139,4029200,LA,300,,1000,105,KG,21/04/2025,22/04/2025,,"BULK, Amiloride HCl Powder Blend"
810526,4029200,LA,300,,1000,105,KG,21/04/2025,22/04/2025,,"BULK, Amiloride HCl Powder Blend"
811788,4029200,LA,300,,1000,105,KG,27/06/2025,30/06/2025,,"BULK, Amiloride HCl Powder Blend"
817911,4029200,LA,300,,1000,105,KG,27/06/2025,30/06/2025,,"BULK, Amiloride HCl Powder Blend"
825239,4029200,LA,300,,1000,105,KG,27/06/2025,30/06/2025,,"BULK, Amiloride HCl Powder Blend"
825240,4029200,LA,300,,1000,105,KG,27/06/2025,30/06/2025,,"BULK, Amiloride HCl Powder Blend"
833713,4029200,LA,300,,1000,105,KG,02/09/2025,09/09/2025,,"BULK, Amiloride HCl Powder Blend"
833714,4029200,LA,300,,1000,105,KG,16/09/2025,23/09/2025,,"BULK, Amiloride HCl Powder Blend"
833715,4029200,LA,300,,1000,105,KG,24/09/2025,01/10/2025,,"BULK, Amiloride HCl Powder Blend"
833716,4029200,LA,300,,1000,105,KG,10/10/2025,17/10/2025,,"BULK, Amiloride HCl Powder Blend"
833717,4029200,LA,300,,1000,105,KG,17/10/2025,24/10/2025,,"BULK, Amiloride HCl Powder Blend"
833718,4029200,LA,300,,1000,105,KG,03/11/2025,10/11/2025,,"BULK, Amiloride HCl Powder Blend"
833719,4029200,LA,300,,1000,105,KG,17/11/2025,24/11/2025,,"BULK, Amiloride HCl Powder Blend"
801384,4029200,LA,300,,1000,105,KG,26/11/2025,05/12/2025,,"BULK, Amiloride HCl Powder Blend"
801385,4029200,LA,300,,1000,105,KG,26/11/2025,05/12/2025,,"BULK, Amiloride HCl Powder Blend"
801387,4029200,LA,300,,1000,105,KG,26/11/2025,05/12/2025,,"BULK, Amiloride HCl Powder Blend"
801388,4029200,LA,300,,1000,105,KG,26/11/2025,05/12/2025,,"BULK, Amiloride HCl Powder Blend"
801389,4029200,LA,300,,1000,105,KG,26/11/2025,05/12/2025,,"BULK, Amiloride HCl Powder Blend"
801390,4029200,LA,300,,1000,105,KG,26/11/2025,05/12/2025,,"BULK, Amiloride HCl Powder Blend"
798511,4029300,LA,300,,1000,32,KG,05/05/2025,07/05/2025,,"BULK, Hydromorphone HCl Blend 8 mg CII"
830974,4029300,LA,300,,1000,32,KG,15/10/2025,17/10/2025,,"BULK, Hydromorphone HCl Blend 8 mg CII"
798495,4029350,LA,300,,1000,32,KG,05/05/2025,07/05/2025,,"BULK, Hydromorphone HCl Cores 8 mg CII"
830964,4029350,LA,300,,1000,32,KG,17/10/2025,22/10/2025,,"BULK, Hydromorphone HCl Cores 8 mg CII"
798468,4029351,LA,300,,1000,37.7,KG,12/05/2025,21/05/2025,,"BULK, Hydromorphone HCl Coated 8 mg CII"
830946,4029351,LA,300,,1000,37.7,KG,22/10/2025,27/10/2025,,"BULK, Hydromorphone HCl Coated 8 mg CII"
798448,4029360,LA,300,,1000,"160,000.00",EA,19/05/2025,20/05/2025,,"BULK, Hydromorphone HCl ER Tabs 8 mg CII"
830680,4029360,LA,300,,1000,"160,000.00",EA,27/10/2025,30/10/2025,,"BULK, Hydromorphone HCl ER Tabs 8 mg CII"
819435,4029400,LA,300,,1000,32,KG,05/05/2025,07/05/2025,,"BULK, Hydromorphone HCl Blend 12 mg CII"
819408,4029450,LA,300,,1000,32,KG,05/05/2025,07/05/2025,,"BULK, Hydromorphone HCl Cores 12 mg CII"
819355,4029451,LA,300,,1000,37.7,KG,12/05/2025,21/05/2025,,"BULK, Hydromorphone HCl Coated 12 mg CII"
819233,4029460,LA,300,,1000,"160,000.00",EA,19/05/2025,20/05/2025,,"BULK, Hydromorphone HCl ER Tabs 12mg CII"
819436,4029500,LA,300,,1000,32,KG,12/05/2025,14/05/2025,,"BULK, Hydromorphone HCl Blend 16 mg CII"
819409,4029550,LA,300,,1000,32,KG,12/05/2025,14/05/2025,,"BULK, Hydromorphone HCl Cores 16 mg CII"
819356,4029551,LA,300,,1000,37.7,KG,19/05/2025,29/05/2025,,"BULK, Hydromorphone HCl Coated 16 mg CII"
819236,4029560,LA,300,,1000,"160,000.00",EA,27/05/2025,28/05/2025,,"BULK, Hydromorphone HCl ER Tabs 16mg CII"
822902,4029700,LA,300,,1000,32,KG,19/05/2025,21/05/2025,,"BULK, Hydromorphone HCl Blend 32 mg CII"
822903,4029750,LA,300,,1000,32,KG,19/05/2025,29/05/2025,,"BULK, Hydromorphone HCl Cores 32 mg CII"
822904,4029751,LA,301,,1000,37.7,KG,27/05/2025,05/06/2025,,"BULK, Hydromorphone HCl Coated 32 mg CII"
822905,4029760,LA,300,,1000,"160,000.00",EA,02/06/2025,04/06/2025,,"BULK, Hydromorphone HCl ER Tabs 32mg CII"
816938,4030200,LA,300,,1000,"8,000.00",KG,24/03/2025,26/03/2025,,"BULK, Ora-Sweet SF (DYE FREE)"
817912,4030200,LA,300,,1000,"8,000.00",KG,24/03/2025,26/03/2025,,"BULK, Ora-Sweet SF (DYE FREE)"
830884,4030200,LA,300,,1000,"3,400.00",KG,29/09/2025,30/09/2025,,"BULK, Ora-Sweet SF (DYE FREE)"
50207,4030200,PI01,300,,1000,"8,000.00",KG,13/11/2025,17/11/2025,REL  PRT  CNF  DLV  PRC  BASC BCRQ GMPS*,"BULK, Ora-Sweet SF (DYE FREE)"
830885,4030200,LA,300,,1000,"3,400.00",KG,21/11/2025,24/11/2025,,"BULK, Ora-Sweet SF (DYE FREE)"
830886,4030200,LA,300,,1000,"3,400.00",KG,19/01/2026,20/01/2026,,"BULK, Ora-Sweet SF (DYE FREE)"
801744,4030300,LA,300,,1000,"7,600.00",KG,17/02/2025,18/02/2025,,"BULK, Ora-Plus"
802882,4030300,LA,300,,1000,"7,600.00",KG,17/03/2025,19/03/2025,,"BULK, Ora-Plus"
802883,4030300,LA,300,,1000,"7,600.00",KG,17/03/2025,19/03/2025,,"BULK, Ora-Plus"
802884,4030300,LA,300,,1000,"7,600.00",KG,17/03/2025,19/03/2025,,"BULK, Ora-Plus"
804742,4030300,LA,300,,1000,"7,600.00",KG,17/03/2025,19/03/2025,,"BULK, Ora-Plus"
820860,4030300,LA,300,,1000,"3,500.00",KG,28/04/2025,30/04/2025,,"BULK, Ora-Plus"
833739,4030300,LA,300,,1000,"3,500.00",KG,14/08/2025,15/08/2025,,"BULK, Ora-Plus"
833740,4030300,LA,300,,1000,"5,799.00",KG,15/08/2025,18/08/2025,,"BULK, Ora-Plus"
833741,4030300,LA,300,,1000,"3,500.00",KG,19/09/2025,22/09/2025,,"BULK, Ora-Plus"
833742,4030300,LA,300,,1000,"5,799.00",KG,29/09/2025,30/09/2025,,"BULK, Ora-Plus"
833743,4030300,LA,300,,1000,"3,500.00",KG,15/10/2025,16/10/2025,,"BULK, Ora-Plus"
833744,4030300,LA,300,,1000,"5,799.00",KG,11/11/2025,12/11/2025,,"BULK, Ora-Plus"
833745,4030300,LA,300,,1000,"3,500.00",KG,13/11/2025,14/11/2025,,"BULK, Ora-Plus"
833746,4030300,LA,300,,1000,"7,499.00",KG,23/12/2025,26/12/2025,,"BULK, Ora-Plus"
833747,4030300,LA,300,,1000,"3,500.00",KG,16/01/2026,19/01/2026,,"BULK, Ora-Plus"
802563,4030400,LA,300,,1000,"9,250.00",KG,17/02/2025,18/02/2025,,"BULK, Ora-Sweet (DYE FREE)"
799322,4030400,LA,300,,1000,"9,250.00",KG,17/03/2025,20/03/2025,,"BULK, Ora-Sweet (DYE FREE)"
804747,4030400,LA,300,,1000,"9,250.00",KG,28/04/2025,01/05/2025,,"BULK, Ora-Sweet (DYE FREE)"
833759,4030400,LA,300,,1000,"4,500.00",KG,08/09/2025,09/09/2025,,"BULK, Ora-Sweet (DYE FREE)"
833760,4030400,LA,300,,1000,"4,500.00",KG,19/09/2025,22/09/2025,,"BULK, Ora-Sweet (DYE FREE)"
833761,4030400,LA,300,,1000,"8,950.00",KG,09/12/2025,10/12/2025,,"BULK, Ora-Sweet (DYE FREE)"
833762,4030400,LA,300,,1000,"4,500.00",KG,15/12/2025,16/12/2025,,"BULK, Ora-Sweet (DYE FREE)"
795217,4031100,LA,300,,1000,"3,400.00",KG,17/02/2025,18/02/2025,,"BULK, Ora-Blend (DYE FREE)"
801570,4031100,LA,300,,1000,"3,400.00",KG,17/02/2025,18/02/2025,,"BULK, Ora-Blend (DYE FREE)"
802252,4031100,LA,300,,1000,"3,400.00",KG,17/02/2025,18/02/2025,,"BULK, Ora-Blend (DYE FREE)"
802541,4031100,LA,300,,1000,"3,400.00",KG,17/02/2025,18/02/2025,,"BULK, Ora-Blend (DYE FREE)"
802851,4031100,LA,300,,1000,"3,400.00",KG,17/03/2025,18/03/2025,,"BULK, Ora-Blend (DYE FREE)"
809344,4031100,LA,300,,1000,"3,400.00",KG,17/03/2025,18/03/2025,,"BULK, Ora-Blend (DYE FREE)"
820852,4031100,LA,300,,1000,"3,400.00",KG,17/03/2025,18/03/2025,,"BULK, Ora-Blend (DYE FREE)"
820890,4031100,LA,300,,1000,"3,400.00",KG,17/03/2025,18/03/2025,,"BULK, Ora-Blend (DYE FREE)"
780000,4031100,LA,300,,1000,"3,400.00",KG,28/04/2025,29/04/2025,,"BULK, Ora-Blend (DYE FREE)"
804161,4031100,LA,300,,1000,"3,400.00",KG,28/04/2025,29/04/2025,,"BULK, Ora-Blend (DYE FREE)"
809375,4031100,LA,300,,1000,"3,400.00",KG,28/04/2025,29/04/2025,,"BULK, Ora-Blend (DYE FREE)"
811707,4031100,LA,300,,1000,"3,400.00",KG,28/04/2025,29/04/2025,,"BULK, Ora-Blend (DYE FREE)"
833085,4031100,LA,300,,1000,"3,400.00",KG,15/08/2025,18/08/2025,,"BULK, Ora-Blend (DYE FREE)"
833086,4031100,LA,300,,1000,"3,400.00",KG,22/09/2025,23/09/2025,,"BULK, Ora-Blend (DYE FREE)"
833087,4031100,LA,300,,1000,"3,400.00",KG,16/10/2025,17/10/2025,,"BULK, Ora-Blend (DYE FREE)"
833088,4031100,LA,300,,1000,"3,400.00",KG,14/11/2025,17/11/2025,,"BULK, Ora-Blend (DYE FREE)"
833089,4031100,LA,300,,1000,"3,400.00",KG,16/12/2025,17/12/2025,,"BULK, Ora-Blend (DYE FREE)"
833090,4031100,LA,300,,1000,"3,400.00",KG,19/01/2026,20/01/2026,,"BULK, Ora-Blend (DYE FREE)"
833099,4031200,LA,300,,1000,"7,750.00",KG,22/09/2025,23/09/2025,,"BULK, Ora-Blend SF (DYE FREE)"
833100,4031200,LA,300,,1000,"7,800.00",KG,26/01/2026,27/01/2026,,"BULK, Ora-Blend SF (DYE FREE)"
825259,4057800,LA,300,,1000,23,KG,27/01/2025,28/01/2025,,"BULK, Naloxone HCl Nasal Spray 4 mg"
771582,4060100,LA,300,,1000,38,KG,10/03/2025,11/03/2025,,"BULK,25% Podophyllin In Benzoin Tincture"
820913,4060100,LA,300,,1000,38,KG,18/07/2025,21/07/2025,,"BULK,25% Podophyllin In Benzoin Tincture"
770280,4060180,LA,100,,1000,"2,567.00",EA,10/03/2025,11/03/2025,,"SFG, 25% Podophyllin in Benzoin Tincture"
820910,4060180,LA,100,,1000,"2,567.00",EA,21/07/2025,28/07/2025,,"SFG, 25% Podophyllin in Benzoin Tincture"
771594,4061100,LA,300,,1000,45,KG,24/02/2025,25/02/2025,,"BULK, Podofilox Solution 0.5%"
804749,4061100,LA,300,,1000,45,KG,28/04/2025,29/04/2025,,"BULK, Podofilox Solution 0.5%"
818691,4061100,LA,300,,1000,45,KG,30/06/2025,01/07/2025,,"BULK, Podofilox Solution 0.5%"
833771,4061100,LA,300,,1000,45,KG,19/09/2025,22/09/2025,,"BULK, Podofilox Solution 0.5%"
833772,4061100,LA,300,,1000,45,KG,13/11/2025,14/11/2025,,"BULK, Podofilox Solution 0.5%"
833773,4061100,LA,300,,1000,45,KG,23/01/2026,26/01/2026,,"BULK, Podofilox Solution 0.5%"
