Order |Material|Type|MRP|PrS|Plnt|Target qty|Unit|Bsc start |Basic fin.|System Status |Material description
22868264|30701941|LA |311| |3000| 39,950 |EA |27.04.2026|27.04.2026| |TRIAMCINOLONE ACETONIDE NAS 55MCG/SPRAY
22868263|30701941|LA |311| |3000| 39,950 |EA |27.04.2026|27.04.2026| |TRIAMCINOLONE ACETONIDE NAS 55MCG/SPRAY
22868270|30701941|LA |311| |3000| 39,950 |EA |27.05.2026|27.05.2026| |TRIAMCINOLONE ACETONIDE NAS 55MCG/SPRAY
22868269|30701941|LA |311| |3000| 39,950 |EA |27.05.2026|27.05.2026| |TRIAMCINOLONE ACETONIDE NAS 55MCG/SPRAY
22868268|30701941|LA |311| |3000| 39,950 |EA |27.05.2026|27.05.2026| |TRIAMCINOLONE ACETONIDE NAS 55MCG/SPRAY
1210453 |30701963|RX00|311| |3000| 61,500 |EA |26.01.2025|28.01.2025|REL MSPT PRC BASC BCRQ ILAS SETC |TAA NS 60 Metered Actuations
1210711 |30701963|RX00|311| |3000| 61,500 |EA |09.02.2025|11.02.2025|CRTD MSPT PRC BCRQ SETC |TAA NS 60 Metered Actuations
22868738|30701963|LA |311| |3000| 61,500 |EA |23.02.2025|25.02.2025| |TAA NS 60 Metered Actuations
22868737|30701963|LA |311| |3000| 61,500 |EA |23.02.2025|25.02.2025| |TAA NS 60 Metered Actuations
22868739|30701963|LA |311| |3000| 61,500 |EA |24.03.2025|26.03.2025| |TAA NS 60 Metered Actuations
22868740|30701963|LA |311| |3000| 61,500 |EA |21.05.2025|25.05.2025| |TAA NS 60 Metered Actuations
22868741|30701963|LA |311| |3000| 61,500 |EA |24.07.2025|28.07.2025| |TAA NS 60 Metered Actuations
22868742|30701963|LA |311| |3000| 61,500 |EA |20.08.2025|24.08.2025| |TAA NS 60 Metered Actuations
22868743|30701963|LA |311| |3000| 61,500 |EA |11.09.2025|15.09.2025| |TAA NS 60 Metered Actuations
22868744|30701963|LA |311| |3000| 61,500 |EA |23.10.2025|27.10.2025| |TAA NS 60 Metered Actuations
22868745|30701963|LA |311| |3000| 61,500 |EA |23.10.2025|27.10.2025| |TAA NS 60 Metered Actuations
22868746|30701963|LA |311| |3000| 61,500 |EA |24.12.2025|28.12.2025| |TAA NS 60 Metered Actuations
22868747|30701963|LA |311| |3000| 61,500 |EA |21.01.2026|25.01.2026| |TAA NS 60 Metered Actuations
22868748|30701963|LA |311| |3000| 61,500 |EA |23.02.2026|25.02.2026| |TAA NS 60 Metered Actuations
22868749|30701963|LA |311| |3000| 61,500 |EA |23.04.2026|27.04.2026| |TAA NS 60 Metered Actuations
22868750|30701963|LA |311| |3000| 61,500 |EA |25.05.2026|27.05.2026| |TAA NS 60 Metered Actuations
1210807 |30701972|RX00|311| |3000| 8,000 |EA |02.02.2025|02.02.2025|CRTD MSPT PRC BCRQ SETC |Neuac Gel 45g Trade
22853437|30702338|LA |311| |3000| 140,000 |EA |10.04.2025|10.04.2025| |Tretinoin Cream, USP 0.1% 20g
22853438|30702338|LA |311| |3000| 140,000 |EA |12.01.2026|12.01.2026| |Tretinoin Cream, USP 0.1% 20g
22853440|30702339|LA |311| |3000| 62,000 |EA |12.05.2025|12.05.2025| |Tretinoin Cream, USP 0.1% 45g
22853439|30702339|LA |311| |3000| 62,000 |EA |12.05.2025|12.05.2025| |Tretinoin Cream, USP 0.1% 45g
22853442|30702339|LA |311| |3000| 62,000 |EA |12.10.2025|12.10.2025| |Tretinoin Cream, USP 0.1% 45g
22853441|30702339|LA |311| |3000| 62,000 |EA |12.10.2025|12.10.2025| |Tretinoin Cream, USP 0.1% 45g
22853443|30702339|LA |311| |3000| 62,000 |EA |14.04.2026|14.04.2026| |Tretinoin Cream, USP 0.1% 45g
22853444|30702339|LA |311| |3000| 62,000 |EA |14.04.2026|14.04.2026| |Tretinoin Cream, USP 0.1% 45g
1211227 |30702351|RX00|311| |3000| 140,000 |EA |02.03.2025|04.03.2025|CRTD MSPT PRC BCRQ SETC |Tretinoin Cream, USP 0.05% 20g
22853446|30702351|LA |311| |3000| 140,000 |EA |21.05.2025|25.05.2025| |Tretinoin Cream, USP 0.05% 20g
22853447|30702351|LA |311| |3000| 140,000 |EA |20.08.2025|24.08.2025| |Tretinoin Cream, USP 0.05% 20g
22853448|30702351|LA |311| |3000| 140,000 |EA |25.11.2025|27.11.2025| |Tretinoin Cream, USP 0.05% 20g
22853449|30702351|LA |311| |3000| 140,000 |EA |23.02.2026|25.02.2026| |Tretinoin Cream, USP 0.05% 20g
22853450|30702351|LA |311| |3000| 140,000 |EA |25.05.2026|27.05.2026| |Tretinoin Cream, USP 0.05% 20g
22853453|30702353|LA |311| |3000| 62,000 |EA |11.02.2025|12.02.2025| |Tretinoin Cream, USP 0.05% 45g
22853452|30702353|LA |311| |3000| 62,000 |EA |11.02.2025|12.02.2025| |Tretinoin Cream, USP 0.05% 45g
22853451|30702353|LA |311| |3000| 62,000 |EA |11.02.2025|12.02.2025| |Tretinoin Cream, USP 0.05% 45g
22853454|30702353|LA |311| |3000| 62,000 |EA |11.05.2025|12.05.2025| |Tretinoin Cream, USP 0.05% 45g
22853455|30702353|LA |311| |3000| 62,000 |EA |11.05.2025|12.05.2025| |Tretinoin Cream, USP 0.05% 45g
22853456|30702353|LA |311| |3000| 62,000 |EA |11.05.2025|12.05.2025| |Tretinoin Cream, USP 0.05% 45g
22853459|30702353|LA |311| |3000| 62,000 |EA |10.08.2025|11.08.2025| |Tretinoin Cream, USP 0.05% 45g
22853458|30702353|LA |311| |3000| 62,000 |EA |10.08.2025|11.08.2025| |Tretinoin Cream, USP 0.05% 45g
22853457|30702353|LA |311| |3000| 62,000 |EA |10.08.2025|11.08.2025| |Tretinoin Cream, USP 0.05% 45g
22853462|30702353|LA |311| |3000| 62,000 |EA |09.10.2025|12.10.2025| |Tretinoin Cream, USP 0.05% 45g
22853461|30702353|LA |311| |3000| 62,000 |EA |09.10.2025|12.10.2025| |Tretinoin Cream, USP 0.05% 45g
22853460|30702353|LA |311| |3000| 62,000 |EA |09.10.2025|12.10.2025| |Tretinoin Cream, USP 0.05% 45g
22853464|30702353|LA |311| |3000| 62,000 |EA |11.01.2026|12.01.2026| |Tretinoin Cream, USP 0.05% 45g
22853465|30702353|LA |311| |3000| 62,000 |EA |11.01.2026|12.01.2026| |Tretinoin Cream, USP 0.05% 45g
22853463|30702353|LA |311| |3000| 62,000 |EA |11.01.2026|12.01.2026| |Tretinoin Cream, USP 0.05% 45g
22853467|30702353|LA |311| |3000| 62,000 |EA |13.04.2026|14.04.2026| |Tretinoin Cream, USP 0.05% 45g
22853468|30702353|LA |311| |3000| 62,000 |EA |13.04.2026|14.04.2026| |Tretinoin Cream, USP 0.05% 45g
22853466|30702353|LA |311| |3000| 62,000 |EA |13.04.2026|14.04.2026| |Tretinoin Cream, USP 0.05% 45g
22853469|30702354|LA |311| |3000| 140,000 |EA |13.03.2025|13.03.2025| |Tretinoin Cream, USP 0.025% 20g
22853470|30702354|LA |311| |3000| 140,000 |EA |16.06.2025|16.06.2025| |Tretinoin Cream, USP 0.025% 20g
22853471|30702354|LA |311| |3000| 140,000 |EA |16.11.2025|16.11.2025| |Tretinoin Cream, USP 0.025% 20g
22853472|30702354|LA |311| |3000| 140,000 |EA |16.03.2026|16.03.2026| |Tretinoin Cream, USP 0.025% 20g
22853473|30702354|LA |311| |3000| 140,000 |EA |15.07.2026|15.07.2026| |Tretinoin Cream, USP 0.025% 20g
1211228 |30702356|RX00|311| |3000| 62,000 |EA |02.03.2025|03.03.2025|CRTD MSPT PRC BCRQ SETC |Tretinoin Cream, USP 0.025% 45g
1211229 |30702356|RX00|311| |3000| 62,000 |EA |02.03.2025|03.03.2025|CRTD MSPT PRC BCRQ SETC |Tretinoin Cream, USP 0.025% 45g
1211230 |30702356|RX00|311| |3000| 62,000 |EA |02.03.2025|03.03.2025|CRTD MSPT PRC BCRQ SETC |Tretinoin Cream, USP 0.025% 45g
22853479|30702356|LA |311| |3000| 62,000 |EA |11.05.2025|12.05.2025| |Tretinoin Cream, USP 0.025% 45g
22853478|30702356|LA |311| |3000| 62,000 |EA |11.05.2025|12.05.2025| |Tretinoin Cream, USP 0.025% 45g
22853477|30702356|LA |311| |3000| 62,000 |EA |11.05.2025|12.05.2025| |Tretinoin Cream, USP 0.025% 45g
22853482|30702356|LA |311| |3000| 62,000 |EA |10.08.2025|11.08.2025| |Tretinoin Cream, USP 0.025% 45g
22853481|30702356|LA |311| |3000| 62,000 |EA |10.08.2025|11.08.2025| |Tretinoin Cream, USP 0.025% 45g
22853480|30702356|LA |311| |3000| 62,000 |EA |10.08.2025|11.08.2025| |Tretinoin Cream, USP 0.025% 45g
22853483|30702356|LA |311| |3000| 62,000 |EA |14.12.2025|15.12.2025| |Tretinoin Cream, USP 0.025% 45g
22853484|30702356|LA |311| |3000| 62,000 |EA |14.12.2025|15.12.2025| |Tretinoin Cream, USP 0.025% 45g
22853485|30702356|LA |311| |3000| 62,000 |EA |14.12.2025|15.12.2025| |Tretinoin Cream, USP 0.025% 45g
22853487|30702356|LA |311| |3000| 62,000 |EA |15.03.2026|16.03.2026| |Tretinoin Cream, USP 0.025% 45g
22853488|30702356|LA |311| |3000| 62,000 |EA |15.03.2026|16.03.2026| |Tretinoin Cream, USP 0.025% 45g
22853486|30702356|LA |311| |3000| 62,000 |EA |15.03.2026|16.03.2026| |Tretinoin Cream, USP 0.025% 45g
22853489|30702356|LA |311| |3000| 62,000 |EA |14.06.2026|15.06.2026| |Tretinoin Cream, USP 0.025% 45g
22853490|30702356|LA |311| |3000| 62,000 |EA |14.06.2026|15.06.2026| |Tretinoin Cream, USP 0.025% 45g
22853491|30702356|LA |311| |3000| 62,000 |EA |14.06.2026|15.06.2026| |Tretinoin Cream, USP 0.025% 45g
22853492|30702360|LA |311| |3000| 39,156 |EA |26.01.2025|26.01.2025| |Tretinoin Gel, USP 0.01% 15g
1210745 |30702360|RX01|311| |3000| 600 |EA |23.02.2025|23.02.2025|CRTD MSPT PRC BCRQ SETC |Tretinoin Gel, USP 0.01% 15g
22853493|30702360|LA |311| |3000| 39,156 |EA |28.12.2025|28.12.2025| |Tretinoin Gel, USP 0.01% 15g
1210746 |30702361|RX01|311| |3000| 400 |EA |23.02.2025|23.02.2025|CRTD MSPT PRC BCRQ SETC |Tretinoin Gel, USP 0.01% 45g
1210747 |30702361|RX00|311| |3000| 13,166 |EA |23.02.2025|23.02.2025|CRTD MSPT PRC BCRQ SETC |Tretinoin Gel, USP 0.01% 45g
22853494|30702361|LA |311| |3000| 13,166 |EA |10.04.2025|10.04.2025| |Tretinoin Gel, USP 0.01% 45g
22853495|30702361|LA |311| |3000| 13,166 |EA |02.09.2025|02.09.2025| |Tretinoin Gel, USP 0.01% 45g
22853496|30702361|LA |311| |3000| 13,166 |EA |12.02.2026|12.02.2026| |Tretinoin Gel, USP 0.01% 45g
22853497|30702361|LA |311| |3000| 13,166 |EA |15.07.2026|15.07.2026| |Tretinoin Gel, USP 0.01% 45g
22853498|30702362|LA |311| |3000| 39,156 |EA |23.01.2025|26.01.2025| |Tretinoin Gel, USP 0.025% 15g
22853499|30702362|LA |311| |3000| 39,156 |EA |14.09.2025|15.09.2025| |Tretinoin Gel, USP 0.025% 15g
22853500|30702362|LA |311| |3000| 39,156 |EA |26.04.2026|27.04.2026| |Tretinoin Gel, USP 0.025% 15g
22853501|30702363|LA |311| |3000| 13,166 |EA |25.02.2025|25.02.2025| |Tretinoin Gel, USP 0.025% 45g
22853502|30702363|LA |311| |3000| 13,166 |EA |25.05.2025|25.05.2025| |Tretinoin Gel, USP 0.025% 45g
22853503|30702363|LA |311| |3000| 13,166 |EA |24.08.2025|24.08.2025| |Tretinoin Gel, USP 0.025% 45g
22853504|30702363|LA |311| |3000| 13,166 |EA |28.12.2025|28.12.2025| |Tretinoin Gel, USP 0.025% 45g
22853505|30702363|LA |311| |3000| 13,166 |EA |25.02.2026|25.02.2026| |Tretinoin Gel, USP 0.025% 45g
22853506|30702363|LA |311| |3000| 13,166 |EA |27.05.2026|27.05.2026| |Tretinoin Gel, USP 0.025% 45g
1211188 |30702537|RX00|311| |3000| 47,200 |EA |02.02.2025|03.02.2025|CRTD MSPT PRC BCRQ SETC |Clindamycin Phos. Top. Sol.1%, 60 Pledge
1211187 |30702537|RX00|311| |3000| 47,200 |EA |02.02.2025|03.02.2025|CRTD MSPT PRC BCRQ SETC |Clindamycin Phos. Top. Sol.1%, 60 Pledge
1211186 |30702537|RX00|311| |3000| 47,200 |EA |02.02.2025|03.02.2025|CRTD MSPT PRC BCRQ SETC |Clindamycin Phos. Top. Sol.1%, 60 Pledge
1211185 |30702537|RX00|311| |3000| 47,200 |EA |02.02.2025|03.02.2025|CRTD MSPT PRC BCRQ SETC |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853553|30702537|LA |311| |3000| 47,200 |EA |23.04.2025|24.04.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853552|30702537|LA |311| |3000| 47,200 |EA |23.04.2025|24.04.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853551|30702537|LA |311| |3000| 47,200 |EA |23.04.2025|24.04.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853550|30702537|LA |311| |3000| 47,200 |EA |23.04.2025|24.04.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853549|30702537|LA |311| |3000| 47,200 |EA |23.04.2025|24.04.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853548|30702537|LA |311| |3000| 47,200 |EA |23.04.2025|24.04.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853557|30702537|LA |311| |3000| 47,200 |EA |26.06.2025|29.06.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853556|30702537|LA |311| |3000| 47,200 |EA |26.06.2025|29.06.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853555|30702537|LA |311| |3000| 47,200 |EA |26.06.2025|29.06.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853554|30702537|LA |311| |3000| 47,200 |EA |26.06.2025|29.06.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853558|30702537|LA |311| |3000| 47,200 |EA |26.06.2025|29.06.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853559|30702537|LA |311| |3000| 47,200 |EA |26.06.2025|29.06.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853562|30702537|LA |311| |3000| 47,200 |EA |14.09.2025|15.09.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853561|30702537|LA |311| |3000| 47,200 |EA |14.09.2025|15.09.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853563|30702537|LA |311| |3000| 47,200 |EA |14.09.2025|15.09.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853564|30702537|LA |311| |3000| 47,200 |EA |14.09.2025|15.09.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853565|30702537|LA |311| |3000| 47,200 |EA |14.09.2025|15.09.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853560|30702537|LA |311| |3000| 47,200 |EA |14.09.2025|15.09.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853569|30702537|LA |311| |3000| 47,200 |EA |25.12.2025|28.12.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853570|30702537|LA |311| |3000| 47,200 |EA |25.12.2025|28.12.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853566|30702537|LA |311| |3000| 47,200 |EA |25.12.2025|28.12.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853571|30702537|LA |311| |3000| 47,200 |EA |25.12.2025|28.12.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853567|30702537|LA |311| |3000| 47,200 |EA |25.12.2025|28.12.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853568|30702537|LA |311| |3000| 47,200 |EA |25.12.2025|28.12.2025| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853574|30702537|LA |311| |3000| 47,200 |EA |26.03.2026|29.03.2026| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853575|30702537|LA |311| |3000| 47,200 |EA |26.03.2026|29.03.2026| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853576|30702537|LA |311| |3000| 47,200 |EA |26.03.2026|29.03.2026| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853577|30702537|LA |311| |3000| 47,200 |EA |26.03.2026|29.03.2026| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853573|30702537|LA |311| |3000| 47,200 |EA |26.03.2026|29.03.2026| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853572|30702537|LA |311| |3000| 47,200 |EA |26.03.2026|29.03.2026| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853583|30702537|LA |311| |3000| 47,200 |EA |26.05.2026|27.05.2026| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853582|30702537|LA |311| |3000| 47,200 |EA |26.05.2026|27.05.2026| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853581|30702537|LA |311| |3000| 47,200 |EA |26.05.2026|27.05.2026| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853580|30702537|LA |311| |3000| 47,200 |EA |26.05.2026|27.05.2026| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853579|30702537|LA |311| |3000| 47,200 |EA |26.05.2026|27.05.2026| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853578|30702537|LA |311| |3000| 47,200 |EA |26.05.2026|27.05.2026| |Clindamycin Phos. Top. Sol.1%, 60 Pledge
22853584|30702538|LA |311| |3000| 6,000 |EA |16.06.2025|16.06.2025| |Clindamycin Phos. Top. Sol.1%, 69 Pledge
22853586|30702538|LA |311| |3000| 6,000 |EA |15.12.2025|15.12.2025| |Clindamycin Phos. Top. Sol.1%, 69 Pledge
22853585|30702538|LA |311| |3000| 6,000 |EA |15.12.2025|15.12.2025| |Clindamycin Phos. Top. Sol.1%, 69 Pledge
22853587|30702539|LA |311| |3000| 98,900 |EA |03.04.2025|06.04.2025| |Clindamycin Phos. Top. Sol. 1%, 30mL
22853588|30702539|LA |311| |3000| 98,900 |EA |29.09.2025|30.09.2025| |Clindamycin Phos. Top. Sol. 1%, 30mL
22853589|30702539|LA |311| |3000| 98,900 |EA |07.04.2026|08.04.2026| |Clindamycin Phos. Top. Sol. 1%, 30mL
1211364 |30702540|RX00|311| |3000| 50,650 |EA |26.01.2025|28.01.2025|REL MSPT CRCR PRC BASC BCRQ ILAS PIGN*|Clindamycin Phos. Top. Sol. 1%, 60mL
1210451 |30702540|RX00|311| |3000| 50,650 |EA |26.01.2025|28.01.2025|REL MSPT CRCR PCNF PRC BASC BCRQ GMPS*|Clindamycin Phos. Top. Sol. 1%, 60mL
22864543|30702540|LA |311| |3000| 50,650 |EA |25.06.2025|29.06.2025| |Clindamycin Phos. Top. Sol. 1%, 60mL
22865125|30702540|LA |311| |3000| 50,650 |EA |25.06.2025|29.06.2025| |Clindamycin Phos. Top. Sol. 1%, 60mL
22853590|30702540|LA |311| |3000| 50,650 |EA |25.11.2025|27.11.2025| |Clindamycin Phos. Top. Sol. 1%, 60mL
22853591|30702540|LA |311| |3000| 50,650 |EA |25.11.2025|27.11.2025| |Clindamycin Phos. Top. Sol. 1%, 60mL
22853592|30702540|LA |311| |3000| 50,650 |EA |23.04.2026|27.04.2026| |Clindamycin Phos. Top. Sol. 1%, 60mL
22853593|30702540|LA |311| |3000| 50,650 |EA |23.04.2026|27.04.2026| |Clindamycin Phos. Top. Sol. 1%, 60mL
22853594|30702540|LA |311| |3000| 50,650 |EA |23.09.2026|27.09.2026| |Clindamycin Phos. Top. Sol. 1%, 60mL
22853595|30702540|LA |311| |3000| 50,650 |EA |23.09.2026|27.09.2026| |Clindamycin Phos. Top. Sol. 1%, 60mL
22853610|30702595|LA |311| |3000| 6,000 |EA |25.02.2025|25.02.2025| |Testosterone Gel, 1.62% 2.5g Sach
22853611|30702595|LA |311| |3000| 6,000 |EA |25.05.2025|25.05.2025| |Testosterone Gel, 1.62% 2.5g Sach
22853613|30702596|LA |311| |3000| 6,000 |EA |24.08.2025|24.08.2025| |Testosterone Gel, 1.62% 1.25g Sach
22853614|30702596|LA |311| |3000| 6,000 |EA |24.08.2025|24.08.2025| |Testosterone Gel, 1.62% 1.25g Sach
22853617|30702610|LA |311| |3000| 12,130 |EA |12.03.2025|13.03.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853618|30702610|LA |311| |3000| 12,130 |EA |12.03.2025|13.03.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853615|30702610|LA |311| |3000| 12,130 |EA |12.03.2025|13.03.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853616|30702610|LA |311| |3000| 12,130 |EA |12.03.2025|13.03.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853619|30702610|LA |311| |3000| 12,130 |EA |11.05.2025|12.05.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853620|30702610|LA |311| |3000| 12,130 |EA |11.05.2025|12.05.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853621|30702610|LA |311| |3000| 12,130 |EA |11.05.2025|12.05.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853622|30702610|LA |311| |3000| 12,130 |EA |11.05.2025|12.05.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853623|30702610|LA |311| |3000| 12,130 |EA |10.08.2025|11.08.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853624|30702610|LA |311| |3000| 12,130 |EA |10.08.2025|11.08.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853625|30702610|LA |311| |3000| 12,130 |EA |10.08.2025|11.08.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853626|30702610|LA |311| |3000| 12,130 |EA |10.08.2025|11.08.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853627|30702610|LA |311| |3000| 12,130 |EA |13.11.2025|16.11.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853628|30702610|LA |311| |3000| 12,130 |EA |13.11.2025|16.11.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853629|30702610|LA |311| |3000| 12,130 |EA |13.11.2025|16.11.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853630|30702610|LA |311| |3000| 12,130 |EA |13.11.2025|16.11.2025| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853634|30702610|LA |311| |3000| 12,130 |EA |11.02.2026|12.02.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853633|30702610|LA |311| |3000| 12,130 |EA |11.02.2026|12.02.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853632|30702610|LA |311| |3000| 12,130 |EA |11.02.2026|12.02.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853631|30702610|LA |311| |3000| 12,130 |EA |11.02.2026|12.02.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853637|30702610|LA |311| |3000| 12,130 |EA |13.05.2026|14.05.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853638|30702610|LA |311| |3000| 12,130 |EA |13.05.2026|14.05.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853636|30702610|LA |311| |3000| 12,130 |EA |13.05.2026|14.05.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853635|30702610|LA |311| |3000| 12,130 |EA |13.05.2026|14.05.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853639|30702610|LA |311| |3000| 12,130 |EA |14.07.2026|15.07.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853640|30702610|LA |311| |3000| 12,130 |EA |14.07.2026|15.07.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853641|30702610|LA |311| |3000| 12,130 |EA |14.07.2026|15.07.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853642|30702610|LA |311| |3000| 12,130 |EA |14.07.2026|15.07.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853643|30702610|LA |311| |3000| 12,130 |EA |13.10.2026|14.10.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853644|30702610|LA |311| |3000| 12,130 |EA |13.10.2026|14.10.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853645|30702610|LA |311| |3000| 12,130 |EA |13.10.2026|14.10.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853646|30702610|LA |311| |3000| 12,130 |EA |13.10.2026|14.10.2026| |RX BETAMETH DPRPNT 0.05% LOT 60ML
22853648|30702611|LA |311| |3000| 44,092 |EA |12.03.2025|13.03.2025| |Hydrocortisone Lotion 2.5%, 2oz
22853647|30702611|LA |311| |3000| 44,092 |EA |12.03.2025|13.03.2025| |Hydrocortisone Lotion 2.5%, 2oz
22853650|30702611|LA |311| |3000| 44,092 |EA |14.07.2025|15.07.2025| |Hydrocortisone Lotion 2.5%, 2oz
22853649|30702611|LA |311| |3000| 44,092 |EA |14.07.2025|15.07.2025| |Hydrocortisone Lotion 2.5%, 2oz
22853652|30702611|LA |311| |3000| 44,092 |EA |13.11.2025|16.11.2025| |Hydrocortisone Lotion 2.5%, 2oz
22853651|30702611|LA |311| |3000| 44,092 |EA |13.11.2025|16.11.2025| |Hydrocortisone Lotion 2.5%, 2oz
22853653|30702611|LA |311| |3000| 44,092 |EA |11.02.2026|12.02.2026| |Hydrocortisone Lotion 2.5%, 2oz
22853654|30702611|LA |311| |3000| 44,092 |EA |11.02.2026|12.02.2026| |Hydrocortisone Lotion 2.5%, 2oz
22853655|30702611|LA |311| |3000| 44,092 |EA |14.06.2026|15.06.2026| |Hydrocortisone Lotion 2.5%, 2oz
22853656|30702611|LA |311| |3000| 44,092 |EA |14.06.2026|15.06.2026| |Hydrocortisone Lotion 2.5%, 2oz
22853657|30702611|LA |311| |3000| 44,092 |EA |13.10.2026|14.10.2026| |Hydrocortisone Lotion 2.5%, 2oz
22853658|30702612|LA |311| |3000| 22,046 |EA |12.03.2025|13.03.2025| |Hydrocortisone Lotion 2.5%, 4oz
22853659|30702612|LA |311| |3000| 22,046 |EA |14.07.2025|15.07.2025| |Hydrocortisone Lotion 2.5%, 4oz
22853660|30702612|LA |311| |3000| 22,046 |EA |14.12.2025|15.12.2025| |Hydrocortisone Lotion 2.5%, 4oz
22853661|30702612|LA |311| |3000| 22,046 |EA |13.04.2026|14.04.2026| |Hydrocortisone Lotion 2.5%, 4oz
22853662|30702612|LA |311| |3000| 22,046 |EA |13.08.2026|16.08.2026| |Hydrocortisone Lotion 2.5%, 4oz
1210695 |30702860|RX00|311| |3000| 17,200 |EA |02.02.2025|03.02.2025|CRTD MSPT PRC BCRQ SETC |Erythromycin Topical Solution USP, 2%
22853911|30702860|LA |311| |3000| 17,200 |EA |09.04.2025|10.04.2025| |Erythromycin Topical Solution USP, 2%
22853912|30702860|LA |311| |3000| 17,200 |EA |14.07.2025|15.07.2025| |Erythromycin Topical Solution USP, 2%
22853913|30702860|LA |311| |3000| 17,200 |EA |09.10.2025|12.10.2025| |Erythromycin Topical Solution USP, 2%
22853914|30702860|LA |311| |3000| 17,200 |EA |11.01.2026|12.01.2026| |Erythromycin Topical Solution USP, 2%
22853915|30702860|LA |311| |3000| 17,200 |EA |13.05.2026|14.05.2026| |Erythromycin Topical Solution USP, 2%
